,age,gender,country,mental_health,family_history,treatment,self_employed,work_interfere,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,coworkers,obs_neg_response,obs_pos_response,mental_vs_physical,mental_health_interview,physical_importance,mental_importance,supervisor,neg_consequence_coworker,age_range
1395,33.0,male,France,No,No,no,no,Rarely,6-25,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,No,Physical health,No,6.0,5.0,Maybe,Maybe,26-42
1396,34.0,male,United States of America,Yes,I don't know,yes,yes,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",No,Physical health,No,7.0,5.0,Yes,Yes,26-42
1397,47.0,male,United States of America,Possibly,No,yes,no,Sometimes,More than 1000,no,yes,Yes,yes,I don't know,I don't know,Somewhat difficult,No,No,No,Physical health,No,3.0,1.0,No,No,43-100
1398,29.0,female,United States of America,Don't Know,Yes,no,no,Not applicable to me,26-100,yes,I don't know,No,no,I don't know,I don't know,Somewhat easy,No,No,No,Physical health,No,6.0,3.0,Maybe,No,26-42
1399,38.0,male,United States of America,No,No,no,no,Not applicable to me,More than 1000,no,yes,No,I don't know,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe/Not sure,No,Physical health,No,2.0,2.0,Maybe,No,26-42
1400,29.0,male,Canada,Don't Know,No,no,no,Not applicable to me,100-500,yes,I don't know,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,8.0,8.0,Maybe,No,26-42
1401,37.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,100-500,yes,I don't know,No,no,No,I don't know,Somewhat easy,Yes,No,"Yes, I experienced",Same level of comfort for each,Yes,6.0,6.0,Yes,Maybe,26-42
1402,39.0,male,India,Yes,No,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,I've always been self-employed,I've always been self-employed,Physical health,No,7.0,5.0,Yes,No,26-42
1403,29.0,female,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Yes,"Yes, I observed","Yes, I experienced",Same level of comfort for each,No,8.0,8.0,Maybe,No,26-42
1404,57.0,male,Canada,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",No,Physical health,No,7.0,5.0,Yes,Maybe,43-100
1405,27.0,female,United States of America,Yes,Yes,yes,no,Rarely,6-25,yes,no,No,I don't know,I don't know,I don't know,Somewhat easy,Yes,Maybe/Not sure,"Yes, I experienced",Same level of comfort for each,No,8.0,8.0,Yes,No,26-42
1406,38.0,female,United States of America,No,No,no,no,Not applicable to me,More than 1000,no,I don't know,No,no,No,I don't know,I don't know,Yes,No,No,Same level of comfort for each,Maybe,7.0,5.0,Yes,No,26-42
1407,39.0,male,France,No,I don't know,yes,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,7.0,5.0,Yes,Yes,26-42
1408,29.0,male,Switzerland,Yes,Yes,yes,no,Rarely,More than 1000,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Yes,No,"Yes, I experienced",Same level of comfort for each,Maybe,9.0,9.0,Yes,No,26-42
1409,24.0,male,United Kingdom,Yes,Yes,yes,no,Rarely,100-500,no,no,No,no,No,No,Somewhat difficult,No,Maybe/Not sure,No,Physical health,No,5.0,0.0,No,No,22-25
1410,30.0,female,United Kingdom,Yes,Yes,yes,no,Not applicable to me,26-100,yes,no,No,yes,No,I don't know,Somewhat easy,Yes,"Yes, I experienced","Yes, I experienced",Same level of comfort for each,Yes,10.0,8.0,Yes,Maybe,26-42
1411,32.0,male,United States of America,Possibly,I don't know,no,no,Not applicable to me,500-1000,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Maybe,"Yes, I observed","Yes, I observed",Same level of comfort for each,Maybe,8.0,8.0,Maybe,Maybe,26-42
1412,37.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,yes,I don't know,Yes,Somewhat easy,Yes,No,"Yes, I experienced",Same level of comfort for each,Maybe,7.0,7.0,Yes,No,26-42
1413,34.0,male,New Zealand,No,No,no,no,Not applicable to me,6-25,yes,no,No,no,No,I don't know,Somewhat easy,Maybe,No,Maybe/Not sure,Physical health,No,8.0,2.0,No,No,26-42
1414,52.0,male,United States of America,No,Yes,yes,no,Not applicable to me,100-500,yes,yes,Yes,yes,Yes,Yes,Very easy,Yes,No,"Yes, I observed",Same level of comfort for each,Yes,7.0,10.0,Yes,No,43-100
1415,36.0,male,United States of America,Yes,Yes,no,no,Sometimes,100-500,no,yes,Yes,no,I don't know,I don't know,Difficult,No,No,No,Physical health,No,8.0,0.0,No,No,26-42
1416,52.0,male,United States of America,Yes,No,yes,no,Sometimes,100-500,no,yes,No,no,I don't know,Yes,Neither easy nor difficult,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,Yes,5.0,5.0,No,No,43-100
1417,49.0,female,United States of America,No,No,no,no,Not applicable to me,100-500,yes,yes,Yes,no,No,Yes,Very easy,Yes,No,"Yes, I observed",Physical health,No,10.0,10.0,Maybe,Maybe,43-100
1418,30.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,More than 1000,yes,yes,Yes,I don't know,Yes,I don't know,I don't know,Maybe,"Yes, I observed",No,Physical health,No,10.0,6.0,Maybe,No,26-42
1419,41.0,male,Australia,Yes,Yes,yes,no,Sometimes,6-25,yes,no,No,no,No,I don't know,Very easy,Yes,No,"Yes, I experienced",Same level of comfort for each,Maybe,5.0,6.0,Yes,No,26-42
1420,29.0,male,United States of America,Possibly,Yes,no,no,Rarely,More than 1000,no,I don't know,No,no,I don't know,I don't know,Somewhat easy,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,9.0,7.0,Yes,No,26-42
1421,37.0,male,United States of America,Yes,No,yes,no,Sometimes,More than 1000,yes,yes,Yes,yes,Yes,I don't know,Very easy,No,"Yes, I observed",No,Physical health,No,7.0,10.0,No,Yes,26-42
1422,29.0,female,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,yes,Yes,Yes,Very easy,Yes,No,"Yes, I experienced",Same level of comfort for each,Maybe,8.0,8.0,Maybe,Maybe,26-42
1423,39.0,female,United States of America,Yes,Yes,yes,no,Rarely,500-1000,yes,yes,Yes,no,Yes,Yes,Very easy,Yes,No,"Yes, I experienced",Same level of comfort for each,Maybe,8.0,6.0,Yes,No,26-42
1424,30.0,female,United States of America,Yes,Yes,yes,no,Often,100-500,yes,yes,Yes,yes,Yes,I don't know,Very easy,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,5.0,5.0,Yes,No,26-42
1425,23.0,female,United States of America,Yes,Yes,yes,no,Rarely,26-100,yes,yes,Yes,yes,No,Yes,Somewhat easy,Yes,"Yes, I observed","Yes, I experienced",Same level of comfort for each,No,10.0,8.0,Yes,No,22-25
1426,29.0,male,United States of America,Possibly,I don't know,yes,no,Rarely,More than 1000,yes,yes,No,yes,Yes,Yes,Somewhat easy,No,"Yes, I observed",Maybe/Not sure,Same level of comfort for each,No,7.0,7.0,Maybe,No,26-42
1427,38.0,male,United States of America,Yes,Yes,yes,no,Sometimes,26-100,yes,yes,Yes,no,I don't know,Yes,Very easy,Maybe,No,"Yes, I experienced",Same level of comfort for each,Maybe,7.0,8.0,Yes,No,26-42
1428,41.0,female,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,no,No,I don't know,I don't know,No,"Yes, I experienced",No,Physical health,No,7.0,3.0,No,Yes,26-42
1429,47.0,male,United States of America,No,No,no,no,Not applicable to me,100-500,yes,yes,Yes,no,Yes,I don't know,Very easy,Yes,"Yes, I observed","Yes, I observed",Same level of comfort for each,Maybe,5.0,7.0,Yes,No,43-100
1430,56.0,female,United States of America,Yes,Yes,yes,no,Sometimes,6-25,yes,yes,Yes,no,No,I don't know,Somewhat difficult,No,Maybe/Not sure,No,Physical health,No,7.0,5.0,Maybe,No,43-100
1431,22.0,male,United States of America,Possibly,I don't know,no,no,Rarely,100-500,yes,I don't know,No,no,I don't know,I don't know,Difficult,No,"Yes, I observed",Maybe/Not sure,Physical health,Maybe,4.0,3.0,No,No,22-25
1432,32.0,female,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,yes,Yes,Yes,Very easy,Yes,No,"Yes, I observed",Same level of comfort for each,No,7.0,8.0,Yes,No,26-42
1433,30.0,female,United States of America,Yes,Yes,yes,no,Sometimes,6-25,yes,I don't know,No,no,No,No,Somewhat easy,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,5.0,3.0,No,Maybe,26-42
1435,36.0,male,United States of America,Yes,No,yes,no,Rarely,100-500,yes,yes,Yes,I don't know,Yes,Yes,Very easy,Yes,No,No,Same level of comfort for each,No,7.0,5.0,Yes,Maybe,26-42
1436,32.0,male,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,no,I don't know,Yes,Somewhat easy,Yes,"Yes, I experienced","Yes, I experienced",Same level of comfort for each,No,5.0,3.0,Maybe,No,26-42
1437,37.0,female,United States of America,Yes,Yes,yes,no,Sometimes,6-25,yes,yes,Yes,no,No,I don't know,Somewhat easy,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,10.0,10.0,Yes,Maybe,26-42
1438,29.0,male,United States of America,Possibly,I don't know,yes,no,Rarely,6-25,no,I don't know,No,no,No,Yes,Somewhat difficult,No,Maybe/Not sure,"Yes, I observed",Physical health,Maybe,8.0,7.0,Maybe,No,26-42
1439,31.0,female,United States of America,Yes,I don't know,yes,no,Rarely,26-100,yes,yes,Yes,no,No,I don't know,Somewhat easy,No,No,"Yes, I observed",Physical health,No,3.0,5.0,No,Yes,26-42
1440,39.0,male,United States of America,Yes,Yes,yes,no,Not applicable to me,100-500,yes,yes,Yes,no,Yes,I don't know,Neither easy nor difficult,Maybe,No,"Yes, I observed",Physical health,No,5.0,5.0,Maybe,No,26-42
1441,36.0,male,Japan,Don't Know,Yes,no,no,Sometimes,100-500,no,I don't know,No,yes,Yes,No,Neither easy nor difficult,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,8.0,Yes,No,26-42
1442,27.0,male,United States of America,Yes,I don't know,yes,yes,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced",No,Physical health,No,7.0,5.0,Yes,No,26-42
1443,38.0,male,United Kingdom,No,No,no,no,Sometimes,More than 1000,yes,I don't know,No,no,I don't know,I don't know,Neither easy nor difficult,Maybe,No,"Yes, I observed",Physical health,No,7.0,5.0,No,No,26-42
1444,37.0,male,United States of America,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Yes,Yes,26-42
1445,33.0,female,United States of America,No,No,yes,no,Rarely,100-500,yes,yes,No,yes,Yes,Yes,Somewhat easy,Yes,No,Maybe/Not sure,Same level of comfort for each,No,9.0,9.0,Maybe,No,26-42
1446,38.0,male,Turkey,Possibly,I don't know,no,no,Sometimes,6-25,yes,no,No,I don't know,No,I don't know,Neither easy nor difficult,Yes,Maybe/Not sure,"Yes, I experienced",Same level of comfort for each,Maybe,8.0,8.0,Yes,No,26-42
1447,36.0,trans,United States of America,Possibly,Yes,yes,no,Sometimes,100-500,yes,yes,No,yes,I don't know,I don't know,Neither easy nor difficult,Yes,No,"Yes, I observed",Same level of comfort for each,No,5.0,5.0,Yes,No,26-42
1448,30.0,female,United States of America,No,I don't know,no,no,Not applicable to me,100-500,yes,no,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced",Maybe/Not sure,Same level of comfort for each,No,0.0,0.0,Maybe,Maybe,26-42
1449,38.0,male,United States of America,Yes,I don't know,yes,no,Often,26-100,yes,yes,Yes,yes,Yes,I don't know,Somewhat difficult,Yes,No,"Yes, I experienced",Same level of comfort for each,Yes,6.0,6.0,Yes,No,26-42
1450,35.0,female,Canada,Yes,Yes,yes,no,Rarely,26-100,yes,no,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,No,6.0,6.0,No,No,26-42
1451,26.0,male,United States of America,Yes,Yes,yes,no,Rarely,6-25,yes,yes,No,no,No,Yes,Somewhat difficult,Yes,No,"Yes, I experienced",Same level of comfort for each,Yes,7.0,5.0,Yes,No,26-42
1452,25.0,male,United Kingdom,Possibly,No,no,no,Rarely,100-500,no,I don't know,Yes,no,Yes,Yes,I don't know,Maybe,Maybe/Not sure,"Yes, I observed",Physical health,Maybe,7.0,7.0,Yes,No,22-25
1453,40.0,male,United States of America,No,I don't know,yes,no,Sometimes,100-500,yes,no,Yes,yes,Yes,Yes,Somewhat difficult,No,Maybe/Not sure,"Yes, I experienced",Physical health,No,7.0,8.0,No,No,26-42
1454,31.0,male,Canada,No,I don't know,no,no,Not applicable to me,6-25,yes,yes,Yes,no,No,Yes,Very easy,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,6.0,2.0,Yes,No,26-42
1455,49.0,male,United States of America,Possibly,I don't know,yes,no,Rarely,26-100,yes,yes,No,no,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,8.0,6.0,Maybe,Maybe,43-100
1456,30.0,male,Netherlands,Possibly,Yes,no,no,Not applicable to me,26-100,yes,I don't know,No,no,No,I don't know,Very easy,Maybe,No,No,Physical health,Maybe,7.0,6.0,No,Maybe,26-42
1457,35.0,male,United States of America,Don't Know,No,no,no,Not applicable to me,100-500,no,I don't know,No,no,I don't know,I don't know,I don't know,Maybe,No,Maybe/Not sure,Same level of comfort for each,No,5.0,4.0,Maybe,No,26-42
1458,46.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,no,yes,Yes,yes,No,I don't know,I don't know,Yes,"Yes, I observed",Maybe/Not sure,Physical health,No,3.0,1.0,Yes,Maybe,43-100
1459,29.0,female,United States of America,Possibly,Yes,yes,no,Rarely,100-500,yes,I don't know,Yes,no,I don't know,Yes,Neither easy nor difficult,Maybe,No,No,Physical health,No,10.0,8.0,Yes,No,26-42
1460,22.0,male,United States of America,Yes,Yes,yes,no,Sometimes,26-100,no,yes,Yes,no,No,I don't know,Very easy,No,No,"Yes, I observed",Physical health,No,2.0,2.0,No,Yes,22-25
1461,50.0,female,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,No,no,Yes,Yes,Very easy,Yes,Maybe/Not sure,"Yes, I observed",Physical health,No,7.0,9.0,Maybe,No,43-100
1462,39.0,male,United States of America,Possibly,No,no,no,Rarely,6-25,yes,I don't know,No,no,I don't know,I don't know,Very easy,Yes,No,No,Same level of comfort for each,No,5.0,5.0,Yes,No,26-42
1463,40.0,male,United Kingdom,Yes,No,yes,no,Sometimes,6-25,no,no,No,yes,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,9.0,7.0,Maybe,Yes,26-42
1464,31.0,male,United States of America,No,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,I don't know,Yes,I don't know,I don't know,Maybe,No,Maybe/Not sure,Same level of comfort for each,Maybe,5.0,5.0,Maybe,No,26-42
1465,38.0,male,United States of America,Yes,No,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,"Yes, I observed",Physical health,No,7.0,5.0,Yes,No,26-42
1466,45.0,male,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,yes,Yes,no,I don't know,I don't know,Difficult,No,"Yes, I experienced",No,Physical health,No,9.0,9.0,No,Yes,43-100
1467,31.0,female,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,No,I don't know,Yes,I don't know,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I observed",Physical health,No,5.0,7.0,No,No,26-42
1468,25.0,male,United States of America,Don't Know,No,yes,no,Rarely,100-500,yes,yes,Yes,no,Yes,Yes,Very easy,Maybe,No,No,Physical health,No,5.0,9.0,Yes,Maybe,22-25
1469,28.0,female,United States of America,Yes,Yes,yes,no,Rarely,500-1000,no,I don't know,Yes,no,No,Yes,I don't know,Maybe,No,No,Physical health,Maybe,10.0,5.0,No,Maybe,26-42
1470,37.0,male,United Kingdom,Possibly,No,no,no,Sometimes,More than 1000,yes,yes,No,yes,Yes,I don't know,I don't know,Maybe,Maybe/Not sure,No,Physical health,No,7.0,7.0,Maybe,Maybe,26-42
1471,54.0,male,United States of America,Possibly,No,no,no,Sometimes,1-5,yes,no,No,no,No,No,Neither easy nor difficult,Maybe,No,Maybe/Not sure,Physical health,No,6.0,4.0,Maybe,No,43-100
1472,45.0,female,United States of America,Yes,Yes,yes,no,Rarely,More than 1000,yes,yes,Yes,yes,Yes,Yes,I don't know,No,No,No,Physical health,No,10.0,6.0,No,No,43-100
1473,36.0,male,United States of America,Yes,Yes,yes,no,Rarely,500-1000,yes,yes,Yes,no,No,I don't know,I don't know,Yes,No,No,Physical health,No,5.0,3.0,Yes,No,26-42
1474,34.0,female,United States of America,Yes,I don't know,yes,no,Sometimes,More than 1000,no,yes,Yes,yes,Yes,Yes,Somewhat difficult,Maybe,Maybe/Not sure,"Yes, I experienced",Same level of comfort for each,Maybe,6.0,6.0,Maybe,Maybe,26-42
1475,28.0,male,United States of America,No,Yes,no,no,Not applicable to me,100-500,yes,yes,Yes,yes,Yes,Yes,Very easy,Maybe,No,No,Same level of comfort for each,No,10.0,10.0,Maybe,No,26-42
1476,32.0,male,United States of America,Possibly,I don't know,no,no,Rarely,More than 1000,no,yes,Yes,no,Yes,Yes,Somewhat easy,Maybe,No,"Yes, I experienced",Same level of comfort for each,No,6.0,4.0,Yes,No,26-42
1477,40.0,male,Netherlands,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Yes,7.0,5.0,Yes,No,26-42
1478,52.0,trans,United States of America,Yes,Yes,yes,no,Rarely,500-1000,yes,I don't know,No,I don't know,Yes,I don't know,Difficult,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,7.0,6.0,Maybe,No,43-100
1479,33.0,male,United States of America,Possibly,I don't know,no,no,Not applicable to me,26-100,yes,I don't know,No,no,No,I don't know,Somewhat difficult,Maybe,No,No,Physical health,Yes,5.0,5.0,Yes,No,26-42
1480,41.0,female,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,No,no,I don't know,I don't know,Somewhat easy,Yes,Maybe/Not sure,"Yes, I experienced",Same level of comfort for each,No,7.0,6.0,Maybe,Maybe,26-42
1481,25.0,female,United States of America,No,No,no,no,Not applicable to me,100-500,yes,yes,No,yes,Yes,Yes,Somewhat easy,Maybe,No,"Yes, I observed",Same level of comfort for each,No,10.0,10.0,Maybe,No,22-25
1482,33.0,trans,Canada,Yes,No,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced",No,Physical health,Maybe,7.0,5.0,Yes,Yes,26-42
1484,40.0,male,Switzerland,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,"Yes, I experienced",Physical health,No,7.0,5.0,Yes,No,26-42
1485,23.0,female,United States of America,No,Yes,no,no,Not applicable to me,100-500,yes,yes,No,yes,No,Yes,Somewhat easy,Maybe,No,No,Physical health,No,5.0,6.0,No,Maybe,22-25
1486,37.0,male,Canada,No,No,no,no,Not applicable to me,6-25,yes,no,Yes,no,No,I don't know,Somewhat easy,Yes,No,No,Same level of comfort for each,No,5.0,4.0,Yes,No,26-42
1487,42.0,male,United States of America,Possibly,I don't know,yes,no,Sometimes,100-500,no,yes,Yes,yes,Yes,Yes,I don't know,Maybe,No,"Yes, I experienced",Physical health,Maybe,6.0,6.0,Yes,No,26-42
1488,35.0,female,United States of America,Yes,Yes,yes,no,Rarely,100-500,no,I don't know,No,no,No,I don't know,Difficult,Yes,"Yes, I experienced",No,Physical health,No,7.0,5.0,Maybe,Yes,26-42
1489,32.0,female,United States of America,Possibly,Yes,yes,no,Not applicable to me,100-500,yes,yes,Yes,no,I don't know,Yes,Somewhat difficult,Yes,No,"Yes, I observed",Same level of comfort for each,No,8.0,8.0,Yes,No,26-42
1490,23.0,male,United States of America,Don't Know,Yes,no,no,Not applicable to me,100-500,yes,I don't know,No,I don't know,I don't know,Yes,Very easy,No,No,No,Physical health,No,4.0,7.0,Maybe,No,22-25
1491,35.0,female,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,yes,I don't know,I don't know,Somewhat easy,Yes,No,No,Physical health,No,6.0,6.0,Yes,No,26-42
1492,34.0,female,United States of America,Yes,No,yes,no,Rarely,100-500,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Yes,No,No,Same level of comfort for each,No,5.0,5.0,Yes,No,26-42
1493,24.0,female,United States of America,Possibly,Yes,no,no,Not applicable to me,100-500,yes,I don't know,No,yes,I don't know,Yes,Very easy,No,Maybe/Not sure,No,Physical health,No,8.0,9.0,No,Yes,22-25
1494,38.0,male,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,no,Yes,I don't know,Somewhat easy,Yes,No,No,Same level of comfort for each,Maybe,7.0,7.0,Yes,No,26-42
1495,42.0,male,United Kingdom,Yes,No,yes,no,Sometimes,100-500,yes,no,No,no,No,I don't know,Somewhat easy,No,No,Maybe/Not sure,Physical health,Maybe,5.0,5.0,No,No,26-42
1496,23.0,female,United States of America,Don't Know,I don't know,no,no,Not applicable to me,100-500,yes,yes,Yes,no,Yes,Yes,Very easy,Maybe,"Yes, I observed",Maybe/Not sure,Same level of comfort for each,No,8.0,8.0,Maybe,No,22-25
1497,39.0,male,United States of America,Possibly,I don't know,yes,no,Sometimes,100-500,yes,yes,Yes,I don't know,Yes,I don't know,Very easy,Yes,No,"Yes, I observed",Physical health,No,7.0,6.0,Maybe,No,26-42
1498,30.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,No,yes,Yes,I don't know,I don't know,No,Maybe/Not sure,"Yes, I observed",Physical health,No,6.0,5.0,Maybe,No,26-42
1499,35.0,female,United States of America,Don't Know,I don't know,yes,no,Not applicable to me,100-500,yes,yes,Yes,yes,Yes,I don't know,Very easy,Maybe,No,No,Physical health,No,10.0,10.0,Yes,No,26-42
1500,29.0,female,United States of America,Yes,No,yes,no,Sometimes,100-500,yes,yes,Yes,no,Yes,Yes,Somewhat easy,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,1.0,4.0,Maybe,Yes,26-42
1501,24.0,female,United States of America,No,I don't know,no,no,Not applicable to me,100-500,yes,yes,No,yes,No,I don't know,Somewhat difficult,Yes,No,No,Physical health,No,8.0,8.0,Yes,No,22-25
1502,35.0,male,United States of America,Possibly,Yes,no,no,Not applicable to me,500-1000,yes,yes,No,yes,I don't know,I don't know,Somewhat easy,No,No,No,Physical health,No,7.0,5.0,No,No,26-42
1503,30.0,male,United States of America,Possibly,I don't know,no,no,Sometimes,100-500,yes,yes,Yes,no,No,Yes,Neither easy nor difficult,Yes,Maybe/Not sure,Maybe/Not sure,Physical health,No,5.0,3.0,Yes,No,26-42
1504,28.0,female,United States of America,No,No,yes,no,Not applicable to me,6-25,yes,I don't know,No,no,No,Yes,Neither easy nor difficult,Yes,No,No,Physical health,No,7.0,7.0,Yes,Maybe,26-42
1505,32.0,female,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,yes,I don't know,Yes,Somewhat easy,Yes,Maybe/Not sure,"Yes, I experienced",Physical health,No,5.0,6.0,Maybe,No,26-42
1506,34.0,male,United States of America,Possibly,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,yes,Yes,Yes,Very easy,Yes,No,Maybe/Not sure,Same level of comfort for each,No,10.0,8.0,Maybe,Maybe,26-42
1507,33.0,male,United States of America,Yes,I don't know,yes,no,Never,26-100,yes,yes,Yes,no,No,I don't know,Very easy,Yes,Maybe/Not sure,Maybe/Not sure,Physical health,No,2.0,5.0,Maybe,No,26-42
1508,32.0,male,United States of America,No,No,no,no,Not applicable to me,100-500,yes,yes,Yes,yes,I don't know,I don't know,Somewhat easy,Yes,Maybe/Not sure,"Yes, I observed",Physical health,Maybe,10.0,7.0,Yes,No,26-42
1509,27.0,female,United States of America,No,I don't know,no,no,Not applicable to me,100-500,yes,yes,No,no,Yes,I don't know,I don't know,Yes,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Yes,No,26-42
1510,23.0,female,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,yes,No,I don't know,I don't know,No,Maybe/Not sure,"Yes, I experienced",Same level of comfort for each,Maybe,8.0,8.0,Maybe,No,22-25
1511,30.0,male,Netherlands,Yes,Yes,yes,no,Rarely,100-500,no,no,No,no,I don't know,Yes,Very easy,Maybe,Maybe/Not sure,"Yes, I observed",Physical health,No,7.0,7.0,Maybe,No,26-42
1512,24.0,male,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,yes,I don't know,I don't know,Very easy,Yes,No,"Yes, I observed",Same level of comfort for each,Maybe,7.0,7.0,Yes,No,22-25
1513,34.0,female,United States of America,Yes,Yes,yes,no,Often,100-500,yes,yes,Yes,yes,Yes,I don't know,Very easy,Yes,Maybe/Not sure,"Yes, I experienced",Same level of comfort for each,No,7.0,8.0,Yes,No,26-42
1514,32.0,male,United States of America,Don't Know,I don't know,no,no,Not applicable to me,100-500,yes,yes,Yes,yes,Yes,Yes,Very easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,8.0,8.0,Maybe,No,26-42
1515,41.0,female,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,I don't know,No,no,No,I don't know,Somewhat difficult,Maybe,Maybe/Not sure,No,Physical health,No,5.0,4.0,Maybe,Yes,26-42
1516,37.0,male,United States of America,Yes,I don't know,yes,no,Rarely,100-500,yes,yes,Yes,no,No,I don't know,I don't know,Maybe,Maybe/Not sure,No,Physical health,No,5.0,2.0,No,Maybe,26-42
1517,27.0,male,Czech Republic,Possibly,I don't know,yes,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced",Maybe/Not sure,Physical health,No,7.0,5.0,Yes,No,26-42
1518,26.0,male,United States of America,No,Yes,yes,no,Not applicable to me,26-100,yes,I don't know,No,no,I don't know,I don't know,Neither easy nor difficult,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,10.0,7.0,Yes,No,26-42
1519,24.0,male,United States of America,Possibly,I don't know,yes,no,Rarely,6-25,yes,I don't know,No,no,I don't know,Yes,Very easy,Maybe,No,Maybe/Not sure,Physical health,Maybe,10.0,7.0,Yes,No,22-25
1520,44.0,male,United States of America,Yes,No,yes,no,Rarely,26-100,yes,yes,Yes,no,No,Yes,Very easy,Yes,Maybe/Not sure,"Yes, I observed",Same level of comfort for each,Yes,3.0,5.0,Yes,No,43-100
1521,40.0,male,Germany,No,No,no,no,Not applicable to me,More than 1000,yes,I don't know,No,no,No,Yes,Somewhat difficult,No,No,No,Physical health,Maybe,6.0,3.0,Maybe,No,26-42
1522,42.0,male,United States of America,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Yes,No,26-42
